"tropeid";"tropename";"tropefreq";"tropelink";"tropefreq2000"
"tr00427";"A Lady on Each Arm";12;"ALadyOnEachArm";5
"tr00428";"Alan Fridge";1;"AlanFridge";1
"tr00429";"Alan Smithee";23;"AlanSmithee";5
"tr00430";"Alas, Poor Scrappy";1;"AlasPoorScrappy";1
"tr00431";"Alas, Poor Villain";139;"AlasPoorVillain";69
"tr00432";"Alas, Poor Yorick";18;"AlasPoorYorick";5
"tr00433";"Album Intro Track";1;"AlbumIntroTrack";1
"tr00434";"Album Title Drop";2;"AlbumTitleDrop";0
"tr00435";"Alchemy Is Magic";3;"AlchemyIsMagic";3
"tr00436";"Alcohol Hic";37;"AlcoholHic";3
"tr00437";"Alcoholic Parent";26;"AlcoholicParent";15
"tr00438";"Alcohol-Induced Idiocy";28;"AlcoholInducedIdiocy";13
"tr00439";"Alertness Blink";2;"AlertnessBlink";1
"tr00440";"A Lesson in Defeat";1;"ALessonInDefeat";0
"tr00441";"A Lesson Learned Too Well";4;"ALessonLearnedTooWell";0
"tr00442";"Alice Allusion";15;"AliceAllusion";7
"tr00443";"Alice in Wonderland";1;"AliceInWonderland";0
"tr00444";"Alien Abduction";21;"AlienAbduction";13
"tr00445";"Alien Among Us";15;"AlienAmongUs";4
"tr00446";"Alien Animals";1;"AlienAnimals";0
"tr00447";"Alien Arts Are Appreciated";3;"AlienArtsAreAppreciated";2
"tr00448";"Alien Autopsy";7;"AlienAutopsy";4
"tr00449";"Alien Blood";40;"AlienBlood";24
"tr00450";"Alien Catnip";4;"AlienCatnip";2
"tr00451";"Alien Fair Folk";1;"AlienFairFolk";1
"tr00452";"Alien Geometries";27;"AlienGeometries";17
"tr00453";"Alien Hair";2;"AlienHair";0
"tr00454";"Alien Invasion";63;"AlienInvasion";39
"tr00455";"Alien Kudzu";2;"AlienKudzu";0
"tr00456";"Alien Landmass";3;"AlienLandmass";3
"tr00457";"Alien Lunch";13;"AlienLunch";5
"tr00458";"Alien Non-Interference Clause";6;"AlienNonInterferenceClause";4
"tr00459";"Aliens and Monsters";1;"AliensAndMonsters";1
"tr00460";"Aliens Are Bastards";29;"AliensAreBastards";24
"tr00461";"Aliens in Cardiff";30;"AliensInCardiff";19
"tr00462";"Alien Sky";33;"AlienSky";23
"tr00463";"Aliens Made Them Do It";3;"AliensMadeThemDoIt";2
"tr00464";"Aliens Never Invented Democracy";1;"AliensNeverInventedDemocracy";1
"tr00465";"Aliens of London";5;"AliensOfLondon";4
"tr00466";"Alien Space Bats";1;"AlienSpaceBats";0
"tr00467";"Aliens Speaking English";56;"AliensSpeakingEnglish";29
"tr00468";"Aliens Steal Cable";18;"AliensStealCable";8
"tr00469";"Aliens Steal Cattle";5;"AliensStealCattle";1
"tr00470";"Alien Tropes";1;"AlienTropes";0
"tr00471";"A Lighter Shade of Black";21;"ALighterShadeOfBlack";13
"tr00472";"A Lighter Shade of Grey";7;"ALighterShadeOfGray";4
"tr00473";"A Light in the Distance";6;"ALightInTheDistance";1
"tr00474";"A Little Something We Call \"Rock and Roll\"";5;"ALittleSomethingWeCallRockAndRoll";3
"tr00475";"A Lizard Named \"Liz\"";9;"ALizardNamedLiz";5
"tr00476";"All Abusers Are Male";5;"AllAbusersAreMale";3
"tr00477";"All According to Plan";10;"AllAccordingToPlan";4
"tr00478";"All Adult Animation Is \"South Park\"";3;"AllAdultAnimationIsSouthPark";3
"tr00479";"All Amazons Want Hercules";7;"AllAmazonsWantHercules";2
"tr00480";"All-American Face";3;"AllAmericanFace";2
"tr00481";"All Animals Are Dogs";52;"AllAnimalsAreDogs";35
"tr00482";"All Animals Are Domesticated";7;"AllAnimalsAreDomesticated";3
"tr00483";"All Animation Is Disney";2;"AllAnimationIsDisney";0
"tr00484";"All Anime Is Naughty Tentacles";1;"AllAnimeIsNaughtyTentacles";1
"tr00485";"All a Part of the Job";1;"AllAPartOfTheJob";0
"tr00486";"All Are Equal in Death";7;"AllAreEqualInDeath";1
"tr00487";"All Asians Know Martial Arts";18;"AllAsiansKnowMartialArts";8
"tr00488";"All Asians Wear Conical Straw Hats";10;"AllAsiansWearConicalStrawHats";1
"tr00489";"All Balloons Have Helium";2;"AllBalloonsHaveHelium";1
"tr00490";"All Bikers Are Hells Angels";29;"AllBikersAreHellsAngels";6
"tr00491";"All Cavemen Were Neanderthals";7;"AllCavemenWereNeanderthals";4
"tr00492";"All-CGI Cartoon";44;"AllCGICartoon";36
"tr00493";"All-Cheering All the Time";1;"AllCheeringAllTheTime";1
"tr00494";"All Cloth Unravels";2;"AllClothUnravels";0
"tr00495";"All Crimes Are Equal";20;"AllCrimesAreEqual";7
"tr00496";"All Deaths Final";7;"AllDeathsFinal";1
"tr00497";"All Deserts Have Cacti";6;"AllDesertsHaveCacti";3
"tr00498";"All Dogs Are Purebred";2;"AllDogsArePurebred";0
"tr00499";"All Drummers Are Animals";7;"AllDrummersAreAnimals";4
"tr00500";"Alleged Lookalikes";3;"AllegedLookalikes";2
"tr00501";"Allegedly Free Game";3;"AllegedlyFreeGame";3
"tr00502";"Allegorical Character";3;"AllegoricalCharacter";2
"tr00503";"Allegory";5;"Allegory";4
"tr00504";"Allegory Adventure";3;"AllegoryAdventure";1
"tr00505";"All Elections Are Serious Business";2;"AllElectionsAreSeriousBusiness";1
"tr00506";"Allergic to Evil";1;"AllergicToEvil";0
"tr00507";"Allergic to Love";2;"AllergicToLove";2
"tr00508";"Allergic to Routine";1;"AllergicToRoutine";1
"tr00509";"All Flyers Are Birds";2;"AllFlyersAreBirds";1
"tr00510";"All for Nothing";94;"AllForNothing";46
"tr00511";"All Gays Are Pedophiles";6;"AllGaysArePedophiles";2
"tr00512";"All Gays Are Promiscuous";13;"AllGaysArePromiscuous";7
"tr00513";"All Gays Love Theater";5;"AllGaysLoveTheater";1
"tr00514";"All Genes Are Co-Dominant";1;"AllGenesAreCodominant";1
"tr00515";"All Germans Are Nazis";45;"AllGermansAreNazis";14
"tr00516";"All-Ghouls School";1;"AllGhoulsSchool";1
"tr00517";"All Girls Like Ponies";12;"AllGirlsLikePonies";4
"tr00518";"All Girls Want Bad Boys";184;"AllGirlsWantBadBoys";74
"tr00519";"All Guitars Are Stratocasters";2;"AllGuitarsAreStratocasters";1
"tr00520";"All Guys Want Cheerleaders";36;"AllGuysWantCheerleaders";19
"tr00521";"All Guys Want Sorority Women";3;"AllGuysWantSororityWomen";3
"tr00522";"All Hail the Great God Mickey!";7;"AllHailTheGreatGodMickey";2
"tr00523";"All Hallows' Eve";17;"AllHallowsEve";8
"tr00524";"All in the Eyes";17;"AllInTheEyes";2
"tr00525";"All Issues Are Political Issues";2;"AllIssuesArePoliticalIssues";0
"tr00526";"All Is Well That Ends Well";18;"AllIsWellThatEndsWell";9
"tr00527";"Alliterative Family";7;"AlliterativeFamily";3
"tr00528";"Alliterative List";4;"AlliterativeList";0
"tr00529";"Alliterative Name";221;"AlliterativeName";83
"tr00530";"Alliterative Title";34;"AlliterativeTitle";13
"tr00531";"All Jews Are Ashkenazi";7;"AllJewsAreAshkenazi";4
"tr00532";"All Jews Are Cheapskates";3;"AllJewsAreCheapskates";0
"tr00533";"All Just a Dream";132;"AllJustADream";53
"tr00534";"All-Knowing Singing Narrator";6;"AllKnowingSingingNarrator";1
"tr00535";"All Lesbians Want Kids";5;"AllLesbiansWantKids";5
"tr00536";"All Love Is Unrequited";62;"AllLoveIsUnrequited";24
"tr00537";"All-Loving Hero";35;"AllLovingHero";17
"tr00538";"all lowercase letters";15;"AllLowercaseLetters";5
"tr00539";"All Men Are Perverts";122;"AllMenArePerverts";57
"tr00540";"All Men Are Rapists";4;"AllMenAreRapists";2
"tr00541";"All Monks Know Kung-Fu";3;"AllMonksKnowKungFu";2
"tr00542";"All Musicals Are Adaptations";32;"AllMusicalsAreAdaptations";9
"tr00543";"All Muslims Are Arab";4;"AllMuslimsAreArab";4
"tr00544";"All Myths Are True";30;"AllMythsAreTrue";22
"tr00545";"All Nations Are Superpowers";2;"AllNationsAreSuperpowers";0
"tr00546";"All-Natural Gem Polish";6;"AllNaturalGemPolish";1
"tr00547";"All-Natural Snake Oil";3;"AllNaturalSnakeOil";2
"tr00548";"All of Them";17;"AllOfThem";11
"tr00549";"All of the Other Reindeer";72;"AllOfTheOtherReindeer";44
"tr00550";"All of Time at Once";1;"AllOfTimeAtOnce";1
"tr00551";"Allohistorical Allusion";3;"AllohistoricalAllusion";2
"tr00552";"All or Nothing";5;"AllOrNothing";0
"tr00553";"All Part of the Show";88;"AllPartOfTheShow";28
"tr00554";"All Periods Are PMS";7;"AllPeriodsArePMS";4
"tr00555";"All Planets Are Earth-Like";11;"AllPlanetsAreEarthlike";5
"tr00556";"All-Powerful Bystander";4;"AllPowerfulBystander";3
"tr00557";"All Psychology Is Freudian";24;"AllPsychologyIsFreudian";6
"tr00558";"All-Star Cast";132;"AllStarCast";50
"tr00559";"All-Stereotype Cast";3;"AllStereotypeCast";1
"tr00560";"All Swords Are the Same";1;"AllSwordsAreTheSame";0
"tr00561";"All Take and No Give";23;"AllTakeAndNoGive";12
"tr00562";"All That Glitters";9;"AllThatGlitters";4
"tr00563";"All the Good Men Are Gay";3;"AllTheGoodMenAreGay";1
"tr00564";"All Therapists Are Muggles";7;"AllTherapistsAreMuggles";4
"tr00565";"All There in the Manual";365;"AllThereInTheManual";222
"tr00566";"All There in the Script";148;"AllThereInTheScript";54
"tr00567";"All There in the Stinger";2;"AllThereInTheStinger";1
"tr00568";"All There Is to Know About \"The Crying Game\"";21;"AllThereIstoKnowAboutTheCryingGame";7
"tr00569";"All Trolls Are Different";18;"AllTrollsAreDifferent";13
"tr00570";"All Up to You";4;"AllUpToYou";4
"tr00571";"Alluring Anglerfish";3;"AlluringAnglerfish";2
"tr00572";"All Webbed Up";6;"AllWebbedUp";3
"tr00573";"All Witches Have Cats";6;"AllWitchesHaveCats";3
"tr00574";"All Women Are Doms, All Men Are Subs";4;"AllWomenAreDomsAllMenAreSubs";1
"tr00575";"All Women Are Lustful";66;"AllWomenAreLustful";20
"tr00576";"All Women Are Prudes";12;"AllWomenArePrudes";2
"tr00577";"All Women Love Shoes";10;"AllWomenLoveShoes";6
"tr00578";"All Work vs. All Play";7;"AllWorkVsAllPlay";5
"tr00579";"All Your Base Are Belong to Us";57;"AllYourBaseAreBelongtoUs";34
"tr00580";"All Your Powers Combined";12;"AllYourPowersCombined";8
"tr00581";"Alma Mater Song";1;"AlmaMaterSong";0
"tr00582";"Almighty Janitor";51;"AlmightyJanitor";20
"tr00583";"Almighty Mom";2;"AlmightyMom";2
"tr00584";"Almost Dead Guy";38;"AlmostDeadGuy";9
"tr00585";"Almost Kiss";118;"AlmostKiss";72
"tr00586";"Almost Out of Oxygen";15;"AlmostOutOfOxygen";7
"tr00587";"A Load of Bull";9;"ALoadOfBull";7
"tr00588";"Aloha, Hawaii!";9;"AlohaHawaii";7
"tr00589";"Alone Among the Couples";7;"AloneAmongTheCouples";4
"tr00590";"Alone in a Crowd";27;"AloneInACrowd";14
"tr00591";"Alone-with-Prisoner Ploy";4;"AloneWithPrisonerPloy";3
"tr00592";"Alone with the Psycho";59;"AloneWithThePsycho";25
"tr00593";"A Long Time Ago, in a Galaxy Far Far Away...";2;"ALongTimeAgoInAGalaxyFarFarAway";0
"tr00594";"Aloof Ally";1;"AloofAlly";1
"tr00595";"Aloof Big Brother";29;"AloofBigBrother";19
"tr00596";"Aloof Dark-Haired Girl";22;"AloofDarkHairedGirl";16
"tr00597";"A Love to Dismember";4;"ALoveToDismember";2
"tr00598";"Alphabet Architecture";1;"AlphabetArchitecture";1
"tr00599";"Alphabetical Theme Naming";5;"AlphabeticalThemeNaming";4
"tr00600";"Alphabet News Network";4;"AlphabetNewsNetwork";3
"tr00601";"Alpha Bitch";186;"AlphaBitch";116
"tr00602";"Alpha Strike";2;"AlphaStrike";1
"tr00603";"Already Met Everyone";2;"AlreadyMetEveryone";1
"tr00604";"Already Undone for You";1;"AlreadyUndoneForYou";1
"tr00605";"Altar Diplomacy";9;"AltarDiplomacy";6
"tr00606";"Altar the Speed";20;"AltarTheSpeed";7
"tr00607";"Alter-Ego Acting";2;"AlterEgoActing";0
"tr00608";"Alter Kocker";17;"AlterKocker";6
"tr00609";"Alternate Animal Affection";10;"AlternateAnimalAffection";5
"tr00610";"Alternate Company Equivalent";1;"AlternateCompanyEquivalent";0
"tr00611";"Alternate Continuity";43;"AlternateContinuity";28
"tr00612";"Alternate DVD Commentary";16;"AlternateDVDCommentary";8
"tr00613";"Alternate History";55;"AlternateHistory";34
"tr00614";"Alternate History  Nazi Victory";1;"AlternateHistoryNaziVictory";0
"tr00615";"Alternate History Wank";1;"AlternateHistoryWank";1
"tr00616";"Alternate Identity Amnesia";2;"AlternateIdentityAmnesia";0
"tr00617";"Alternate Landmark History";3;"AlternateLandmarkHistory";2
"tr00618";"Alternate Reality Game";12;"AlternateRealityGame";11
"tr00619";"Alternate Self";4;"AlternateSelf";4
"tr00620";"Alternate Techline";1;"AlternateTechline";0
"tr00621";"Alternate Timeline";18;"AlternateTimeline";15
"tr00622";"Alternate Tooniverse";4;"AlternateTooniverse";2
"tr00623";"Alternate Universe";44;"AlternateUniverse";26
"tr00624";"Alternative Calendar";3;"AlternativeCalendar";1
"tr00625";"Alternative Character Interpretation";95;"AlternativeCharacterInterpretation";48
"tr00626";"Alternative Foreign Theme Song";109;"AlternativeForeignThemeSong";100
"tr00627";"Alternative Number System";1;"AlternativeNumberSystem";0
"tr00628";"Alternative Rock";1;"AlternativeRock";0
"tr00629";"Alternative Turing Test";2;"AlternativeTuringTest";1
"tr00630";"Alto Villainess";5;"AltoVillainess";2
"tr00631";"Altum Videtur";30;"AltumVidetur";13
"tr00632";"Alucard";2;"Alucard";0
"tr00633";"Aluminum Christmas Trees";230;"AluminumChristmasTrees";111
"tr00634";"Always a Bigger Fish";43;"AlwaysABiggerFish";33
"tr00635";"Always Accurate Attack";2;"AlwaysAccurateAttack";1
"tr00636";"Always a Child to Parent";2;"AlwaysAChildToParent";1
"tr00637";"Always Camp";10;"AlwaysCamp";6
"tr00638";"Always Chaotic Evil";66;"AlwaysChaoticEvil";33
"tr00639";"Always Check Behind the Chair";1;"AlwaysCheckBehindTheChair";1
"tr00640";"Always Close";2;"AlwaysClose";2
"tr00641";"Always Gets His Man";4;"AlwaysGetsHisMan";2
"tr00642";"Always Identical Twins";27;"AlwaysIdenticalTwins";13
"tr00643";"Always Know a Pilot";6;"AlwaysKnowAPilot";3
"tr00644";"Always Lawful Good";4;"AlwaysLawfulGood";2
"tr00645";"Always Male";3;"AlwaysMale";1
"tr00646";"Always Murder";8;"AlwaysMurder";2
"tr00647";"Always Need What You Gave Up";3;"AlwaysNeedWhatYouGaveUp";1
"tr00648";"Always Night";11;"AlwaysNight";4
"tr00649";"Always on Duty";2;"AlwaysOnDuty";2
"tr00650";"Always Save the Girl";44;"AlwaysSaveTheGirl";31
"tr00651";"Always Second Best";12;"AlwaysSecondBest";6
"tr00652";"Always Someone Better";56;"AlwaysSomeoneBetter";39
"tr00653";"Always with You";7;"AlwaysWithYou";4
"tr00654";"A MacGuffin Full of Money";15;"AMacguffinFullOfMoney";7
"tr00655";"A Man Is Always Eager";21;"AManIsAlwaysEager";10
"tr00656";"A Man Is Not a Virgin";8;"AManIsNotAVirgin";0
"tr00657";"A Master Makes Their Own Tools";1;"AMasterMakesTheirOwnTools";0
"tr00658";"A Match Made in Stockholm";22;"AMatchMadeInStockholm";13
"tr00659";"Amateur Cast";16;"AmateurCast";9
"tr00660";"Amateur Film-Making Plot";2;"AmateurFilmMakingPlot";2
"tr00661";"Amateur Sleuth";25;"AmateurSleuth";6
"tr00662";"Amazing Freaking Grace";18;"AmazingFreakingGrace";9
"tr00663";"Amazingly Embarrassing Parents";72;"AmazinglyEmbarrassingParents";48
"tr00664";"Amazing Technicolor Battlefield";2;"AmazingTechnicolorBattlefield";2
"tr00665";"Amazing Technicolor Population";17;"AmazingTechnicolorPopulation";9
"tr00666";"Amazing Technicolor Wildlife";16;"AmazingTechnicolorWildlife";10
"tr00667";"Amazing Technicolor World";4;"AmazingTechnicolorWorld";4
"tr00668";"Amazon Brigade";32;"AmazonBrigade";17
"tr00669";"Amazon Chaser";30;"AmazonChaser";14
"tr00670";"Amazonian Beauty";12;"AmazonianBeauty";5
"tr00671";"Ambadassador";2;"Ambadassador";1
"tr00672";"Ambidextrous Sprite";2;"AmbidextrousSprite";1
"tr00673";"Ambiguous Clone Ending";3;"AmbiguousCloneEnding";3
"tr00674";"Ambiguous Disorder";128;"AmbiguousDisorder";86
"tr00675";"Ambiguous Ending";100;"AmbiguousEnding";60
"tr00676";"Ambiguous Gender";24;"AmbiguousGender";15
"tr00677";"Ambiguous Gender Identity";1;"AmbiguousGenderIdentity";1
"tr00678";"Ambiguous Innocence";6;"AmbiguousInnocence";1
"tr00679";"Ambiguously Absent Parent";2;"AmbiguouslyAbsentParent";1
"tr00680";"Ambiguously Bi";69;"AmbiguouslyBi";44
"tr00681";"Ambiguously Brown";62;"AmbiguouslyBrown";36
"tr00682";"Ambiguously Christian";1;"AmbiguouslyChristian";0
"tr00683";"Ambiguously Evil";22;"AmbiguouslyEvil";13
"tr00684";"Ambiguously Gay";238;"AmbiguouslyGay";110
"tr00685";"Ambiguously Human";21;"AmbiguouslyHuman";11
"tr00686";"Ambiguously Jewish";65;"AmbiguouslyJewish";25
"tr00687";"Ambiguously Trained";3;"AmbiguouslyTrained";2
"tr00688";"Ambiguous Situation";88;"AmbiguousSituation";50
"tr00689";"Ambiguous Syntax";32;"AmbiguousSyntax";5
"tr00690";"Ambiguous Time Period";27;"AmbiguousTimePeriod";19
"tr00691";"Ambition Is Evil";65;"AmbitionIsEvil";28
"tr00692";"Ambulance Chaser";17;"AmbulanceChaser";4
"tr00693";"Ambulance Cut";6;"AmbulanceCut";1
"tr00694";"A Mech by Any Other Name";2;"AMechByAnyOtherName";2
"tr00695";"Amen Break";1;"AmenBreak";0
"tr00696";"America Is Still a Colony";1;"AmericaIsStillAColony";0
"tr00697";"American Gothic Couple";12;"AmericanGothicCouple";0
"tr00698";"American Kirby Is Hardcore";12;"AmericanKirbyIsHardcore";11
"tr00699";"American Robot";3;"AmericanRobot";3
"tr00700";"Americans Are Cowboys";9;"AmericansAreCowboys";2
"tr00701";"Americans Hate Tingle";1;"AmericansHateTingle";1
"tr00702";"American Title";22;"AmericanTitle";9
"tr00703";"America Saves the Day";63;"AmericaSavesTheDay";38
"tr00704";"Americasia";3;"Americasia";2
"tr00705";"America Takes Over the World";2;"AmericaTakesOverTheWorld";2
"tr00706";"America Won World War II";16;"AmericaWonWorldWarII";6
"tr00707";"AM/FM Characterization";18;"AMFMCharacterization";10
"tr00708";"Amicable Exes";84;"AmicableExes";55
"tr00709";"Am I Just a Toy to You?";2;"AmIJustAToyToYou";0
"tr00710";"A Million Is a Statistic";34;"AMillionIsAStatistic";19
"tr00711";"A Mind Is a Terrible Thing to Read";8;"AMindIsATerribleThingToRead";7
"tr00712";"A Minor Kidroduction";128;"AMinorKidroduction";77
"tr00713";"A Mistake Is Born";6;"AMistakeIsBorn";5
"tr00714";"Ammunition Backpack";6;"AmmunitionBackpack";3
"tr00715";"Amnesiac Dissonance";16;"AmnesiacDissonance";6
"tr00716";"Amnesiac God";1;"AmnesiacGod";0
"tr00717";"Amnesiac Hero";4;"AmnesiacHero";1
"tr00718";"Amnesiac Liar";1;"AmnesiacLiar";0
"tr00719";"Amnesiac Lover";12;"AmnesiacLover";7
"tr00720";"Amnesiac Resonance";6;"AmnesiacResonance";4
"tr00721";"Amnesiacs Are Innocent";1;"AmnesiacsAreInnocent";1
"tr00722";"Amnesia Danger";5;"AmnesiaDanger";2
"tr00723";"Amnesia Loop";3;"AmnesiaLoop";3
"tr00724";"Amnesia Missed a Spot";4;"AmnesiaMissedASpot";3
"tr00725";"Amoral Afrikaner";15;"AmoralAfrikaner";8
"tr00726";"Amoral Attorney";111;"AmoralAttorney";33
"tr00727";"Amphibious Automobile";4;"AmphibiousAutomobile";2
"tr00728";"Amplified Animal Aptitude";36;"AmplifiedAnimalAptitude";21
"tr00729";"Amplifier Artifact";7;"AmplifierArtifact";5
"tr00730";"Amputation Stops Spread";3;"AmputationStopsSpread";1
"tr00731";"Amulet of Concentrated Awesome";3;"AmuletOfConcentratedAwesome";1
"tr00732";"Amulet of Dependency";2;"AmuletOfDependency";0
"tr00733";"Amusement Park";17;"AmusementPark";1
"tr00734";"Amusement Park of Doom";28;"AmusementParkOfDoom";14
"tr00735";"Amusing Alien";5;"AmusingAlien";2
"tr00736";"Amusing Injuries";133;"AmusingInjuries";74
"tr00737";"A Mythology Is True";3;"AMythologyIsTrue";3
"tr00738";"Anachronic Order";113;"AnachronicOrder";80
"tr00739";"Anachronism Stew";314;"AnachronismStew";156
"tr00740";"Anachronistic Clue";3;"AnachronisticClue";2
"tr00741";"Anachronistic Orphanage";1;"AnachronisticOrphanage";1
"tr00742";"Anachronistic Soundtrack";2;"AnachronisticSoundtrack";1
"tr00743";"An Aesop";345;"AnAesop";185
"tr00744";"Analogy Backfire";54;"AnalogyBackfire";30
"tr00745";"Anal Probing";8;"AnalProbing";5
"tr00746";"Anarchy Is Chaos";8;"AnarchyIsChaos";4
"tr00747";"An Arm and a Leg";145;"AnArmAndALeg";80
"tr00748";"An Ass-Kicking Christmas";43;"AnAsskickingChristmas";12
"tr00749";"An Astral Projection, Not a Ghost";4;"AnAstralProjectionNotAGhost";3
"tr00750";"Anatomically Impossible Sex";11;"AnatomicallyImpossibleSex";11
"tr00751";"Anatomy Arsenal";1;"AnatomyArsenal";0
"tr00752";"An Axe to Grind";110;"AnAxetoGrind";55
"tr00753";"A Nazi by Any Other Name";53;"ANaziByAnyOtherName";25
"tr00754";"Ancestral Weapon";12;"AncestralWeapon";9
"tr00755";"Anchored Ship";4;"AnchoredShip";2
"tr00756";"Anchors Away";2;"AnchorsAway";2
"tr00757";"Ancient Africa";3;"AncientAfrica";2
"tr00758";"Ancient Artifact";4;"AncientArtifact";4
"tr00759";"Ancient Astronauts";13;"AncientAstronauts";11
"tr00760";"Ancient Conspiracy";30;"AncientConspiracy";27
"tr00761";"Ancient Egypt";16;"AncientEgypt";8
"tr00762";"Ancient Evil";5;"AncientEvil";5
"tr00763";"Ancient Greece";4;"AncientGreece";2
"tr00764";"Ancient Grome";12;"AncientGrome";5
"tr00765";"Ancient Keeper";2;"AncientKeeper";0
"tr00766";"Ancient Order of Protectors";6;"AncientOrderOfProtectors";3
"tr00767";"Ancient Rome";13;"AncientRome";2
"tr00768";"Ancient Tomb";6;"AncientTomb";3
"tr00769";"Ancient Tradition";9;"AncientTradition";7
"tr00770";"...And 99¢";1;"AndNinetyNineCents";0
"tr00771";"And a Diet Coke";16;"AndADietCoke";7
"tr00772";"And All I Got Was This Lousy T-Shirt";1;"AndAllIGotWasThisLousyTShirt";0
"tr00773";"And Another Thing...";12;"AndAnotherThing";1
"tr00774";"And Call Him \"George\"!";13;"AndCallHimGeorge";6
"tr00775";"And Here He Comes Now";1;"AndHereHeComesNow";1
"tr00776";"And I'm the Queen of Sheba";25;"AndImTheQueenOfSheba";4
"tr00777";"And I Must Scream";165;"AndIMustScream";96
"tr00778";"And Knowing Is Half the Battle";15;"AndKnowingIsHalfTheBattle";10
"tr00779";"And Man Grew Proud";3;"AndManGrewProud";3
"tr00780";"And Mission Control Rejoiced";12;"AndMissionControlRejoiced";7
